Product title,SKU,Items sold,N. Revenue,Orders,Category,Variations
KEMPER Swivel Joint Exhaust Arm for Extraction Arm Bracket (79 003 04),79 003 04,1,149.6,1,Kemper Exhaust Arms &amp; Hoods,0
Super 6 A15 Steel TIG Wire 5kg,7350-WWVP,1,15.08,1,TIG Filler Rods for Mild Steel,5
TECH MASTER 5 PORT TWO STAGE CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar 1/8 STAINLESS COMPRESSION - OUTLET 0-10 bar 1/8 STAINLESS COMPRESSION - OPTION K (K = CofC),GPT401-04-05-01-001-01-K,1,300,1,Gas Arc Regulators,0
Super 6 4043 Aluminium TIG Wire 2.5kg,7050-WWVP,1,19.5,1,TIG Filler Rods for Aluminium,3
Super 6 A18 Steel TIG Wire 5kg,7360-WWVP,1,22,1,TIG Filler Rods for Mild Steel,5
"TECH MASTER 5 PORT SINGLE STAGE CYLINDER REGULATOR EPDM SEAL - INLET &lt;=300 bar BS 341 No.3 (BASE ENTRY) - OUTLET 0-100 bar ISOLATION VALVE, 1/4 NPT FEMALE, EPDM SEAL",3960057404,1,385.9,1,Gas Arc Panel Mounted Gas Regulators,0
KEMPER SmartFil Weld Fume Extraction Filter Unit ? Single Phase (230V) with 3m Flexible Exhaust Arm and 2 Spare Filters,64650101/109 0675,1,2824.17,1,Kemper Mobile Fume Extraction,0
Tech Master GPT400 Multi Stage 2 Gauge Cylinder Regulator (Inert NEVOC),GPT401-04-02-01-01-021-07-A-WWVP,1,194.96,1,"Inert Gas Regulators, NEVOC Regulators",4
Tech Master GPS421 Single Stage 2 Gauge Cylinder Regulator (Oxygen NEVOC),GPS421-04-07-01-01-023-07-A-WWVP,1,309.24,1,"NEVOC Regulators, Oxygen Regulators",5
Tech Master GPS421 Single Stage 2 Gauge Cylinder Regulator (Fuel),GPS421-04-07-01-01-011-08-A-WWVP,1,314.69,1,Fuel Gas Regulators,5
Tech Master GPS422 Single Stage 2 Gauge Cylinder Regulator (CO2),GPS422-02-07-01-01-015-07-A-WWVP,1,314.69,1,CO2 Regulators,2
KEMPER Swivel Joint - 360° Extraction Arm Mount (7900304),7900304,1,174.66,1,Kemper Exhaust Arms &amp; Hoods,0
Tech Master GPT420 Two Stage 2 Gauge Cylinder Regulator (Oxygen/Inert),GPT421-04-07-01-01-009-07-A-WWVP,1,590,1,"Inert Gas Regulators, Oxygen Regulators",4
3M™ 6000 Series Full Face Respirator Mask,6900S,1,119.99,1,Respirator Masks,3
Right Hand Cylinder Nut (Pack of 10),RSP00050,1,80,1,Cylinder Connectors,0
Tech Master Single Stage Inert Gas Regulator 0 – 100 Bar,3960059798,1,270,1,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
TECNA Water Cooled Round Tip Electrodes (Set of 12) For Model 7913/7913P,5210/C,1,60,1,Spot Welding Electrodes,0
Super 6 312 Stainless Steel TIG Wire 5kg,7227-WWVP,1,93,1,TIG Filler Rods for Stainless Steel,2
"TECH MASTER 5 PORT SINGLE STAGE PISTON CYLINDER REGULATOR FKM SEAL, - INLET &lt;=300 bar BS 341 No.3, OUTLET 0-200 bar 1/4 NPT FEMALE - OPTIONS A",3960021818,1,408,1,"Inert Gas Regulators, High Pressure Gas Regulators",0
Superon Super Optimal 309 MOL-17 2kg Electrodes,7446S-WWVP,1,27,1,"Stainless Steel Welding Electrodes, Hard Surfacing Electrodes",2
Leak Diverter Tarp Only (Yellow),LD1X1Y - WWVP,1,36.82,1,"Leak Detection Spray, Spill Containment &amp; Response Kits",4
SPEC MASTER IN-LINE OUTLET POINT WALL MOUNT DIAPHRAGM FKM SEAL - INLET &lt;=207 bar 1/4 NPT FEMALE - OUTLET 0 - 6 bar 1/4 NPT FEMALE,HPC6001-03-04-00-01-000-00-A,1,579.44,1,High Pressure Gas Regulators,0
"Replacement PRV, 8bar, Plated",GCS35047,1,217.8,1,Bench &amp; Wall Mounted Outlet Points,0
"Tech Master 5 Port Two Stage Piston Cylinder Regulator FKM Seal, Inlet 0-300 bar 1/4 NPT Female, Outlet 0-50 bar 1/8 Stainless Compression",GPT421-04-10-01-01-000-01-A,1,566.87,1,"Inert Gas Regulators, Gas Arc Panel Mounted Gas Regulators",0
"Double Chain Pipe Alignment Clamp - 10"" to 240"" Stainless Steel",EZDCC240SS-WWVP,1,1183.36,1,Double Chain Pipe Clamps,10
"Manual Cage Clamp - Various Diameters from 4"" to 48""",CCM6-WWVP,1,1050.92,1,Cage Pipe Clamps,20
TECH MASTER 5 PORT TWO STAGE DIAPHRAGM CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar BS 341 No.3 - OUTLET 0-3.5 bar 1/8 STAINLESS STEEL COMPRESSION,GPT401-04-03-01-01-010-01-A,1,215,1,"Inert Gas Regulators, Oxygen Regulators",0
LAB MASTER 6 PORT TWO STAGE CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar BS 341 No.3 - OUTLET 0-1.5 bar 1/8 STAINLESS STEEL COMPRESSION,LGT501-04-02-01-01-010-01-A/3960068011,1,500,1,"Inert Gas Regulators, High Pressure Gas Regulators",0
LAB MASTER 6 PORT TWO STAGE CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar BS 341 No.4 - OUTLET 0-10 bar 1/8 STAINLESS STEEL COMPRESSION,LGT501-04-05-01-01-012-01-A/3960072810,1,420,1,"Inert Gas Regulators, High Pressure Gas Regulators",0
LAB MASTER 6 PORT TWO STAGE CYLINDER REGULATOR FKM SEAL - INLET &lt;=60 bar 1/4 NPT - OUTLET 0-10 bar ¼ MALE NPT MALE - OPTIONS A,LGT501-02-05-01-01-004-04-A,1,350,1,LGL500 Outlet Point Gas Regulators,0
Single Chain Pipe Welding Clamp (Steel) - Various Sizes - 4″ to 24″ ,D249-SC-WWVP,1,529,1,"Chain Pipe Alignment Clamps, Single Chain Pipe Clamps",2
Super 6 E71T-1 Steel MIG Wire 15kg Spool 1.2mm,7332,1,44.4,1,High Strength Steel MIG Wire,0
CHEM MASTER 5 PORT TWO STAGE REGULATOR,SGT601-04-05-01-01-055-00-A,1,477.44,1,Fuel Gas Regulators,0
Magswitch Pivot Angle 150 Mini (81001269),81001269,1,185.75,1,Work Holding Devices - Variable Angle,0
Magswitch Boomer Angle 600 (8100090),8100090,1,337.22,1,Work Holding Devices - Variable Angle,0
Magswitch MLAY 1000 Lifting Magnet (8100088),8100088,1,396.81,1,Work Holding Devices - Fixed Angle,0
"Speedy Purge Inflatable Pipe Purging System, Sizes 8"" – 80"" (190 – 2044mm) OLD",SP08-WWVP-OLD,1,370.13,1,"Pipe Purging Equipment, Inflatable Purge Bag Systems",16
TECH MASTER TWO STAGE TWIN CYLINDER DIAPHRAGM AUTOCHANGE GAS CONTROL PANEL FKM SEAL FKM PRV - INLET &lt;=15 bar 1/4 NPT FEMALE - OUTLET 0-3.5 bar 15mm PIPE STUB - LH - OPTIONS R,3960047245,1,1958.6,1,"Inert Gas Regulators, Gas Arc Panel Mounted Gas Regulators",0
TECH MASTER 5 PORT TWO STAGE CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar BS 341 No.3 - OUTLET 0-10 bar G3/8 BSP R/H BRASS MALE - OPTIONS P - GPT401-04-05-01-01-010-07-P,3960063481,1,307.79,1,"Inert Gas Regulators, Oxygen Regulators",0
TECH MASTER 2 STAGE 2 GAUGE CYLINDER REGULATOR EPDM SEAL - INLET &lt;=300 bar BS 341 No.3 - OUTLET 0-20 bar 1/4 NPT FEMALE - OPTIONS K,GPT422-04-07-01-01-010-00-K1,1,748.22,1,CO2 Regulators,0
PRESSURE RELIEF VALVE TYPE 06388 7 bar - 3/4 BSPP MALE INLET x 1 BSPP OUTLET - CE MARKED,GCS09084,1,881.93,1,Welding Equipment,0
Jasic EVO Power TIG 200 c/w Case & Torch - DC - Single Phase - 230V - 200A,EPT-200,1,535.71,1,TIG Welders,0
"Tech Master GPT400 Two Stage Regulator with FKM Seal, Inlet Pressure 0-300 bar, connection 1/4"" NPT Female, Outlet Pressure 0-10 bar, connection 1/4""NPT Female with Gauges (GPT401-04-05-01-01-000-00-A)",3960008871,1,164.62,1,"Inert Gas Regulators, Oxygen Regulators",0
WP17F Flexible TIG Torch Body,WP17F,1,12.83,1,TIG Torches &amp; Spare Parts,0
TECH MASTER SINGLE STAGE TWIN CYLINDER PISTON MANUAL GAS CONTROL PANEL FKM SEAL - INLET &lt;=300 bar 1/4 NPT FEMALE - OUTLET 0-200 bar 1/4 NPT FEMALE - OPTIONS A - GAS ARC BRAND - GPM4231-04-12-01-01-000-00-A__GA,3960023447,1,656.22,1,"Inert Gas Regulators, Oxygen Regulators",0
900mm HP DISCHARGE HOSE 300 bar MWP (TO BS EN ISO 14113) NOT SUITABLE FOR OXYGEN &amp; OXYGEN MIXTURES 3/8 LH X 3/8 LH,GCS06127,1,210,1,Oxygen High Pressure Flexible Gas Hoses,0
GPS400-06-04-01-01-012-08-A - TECH MASTER 5 PORT SINGLE STAGE CYLINDER REGULATOR - INLET 0-15 bar BS 341 No.4 -OUTLET 0-6 bar G3/8 BSP L/H BRASS MALE,3960044442,1,156.14,1,Fuel Gas Regulators,0
GPS421-04-11-01-01-024-04-A - TECH MASTER 5 PORT SINGLE STAGE PISTON CYLINDER REGULATOR FKM SEAL - INLET 0-300 bar BS 341 No.38 - OUTLET 0-100 bar 1/4 NPT MALE,3960000158,1,323.15,1,"Fuel Gas Regulators, NEVOC Regulators",0
"Magnetic Centering Head Medium For 6"" Pipe And Larger",53076-M,1,108.42,1,Pipe Centering Heads,0
HPT621-04-07-01-01-010-00-A - SPEC MASTER 6 PORT TWO STAGE PISTON CYLINDER REGULATOR FKM SEAL - INLET &lt;=300 bar BS 341 No.3 - OUTLET 0-20 bar 1/4 NPT FEMALE - OPTIONS A,3960005108,1,873.85,1,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
TECH MASTER 50mm OUTLET PRESSURE GAUGE 0-20bar (30bar full scale) 1/4NPT M,WIKO2065,1,20.99,1,Manifold &amp; Regulator Parts/Connectors,0
Gas Arc Multi-Stage Side Entry Regulator Fuel Gas 0-10 bar,RAN03161/3960000028,1,210.75,1,"Inert Gas Regulators, Oxygen Regulators",0
Light Reactive Welding & Grinding Helmet,XR935H,1,44.99,1,Welding Helmets,0
"Koreel welding reel 30m x 3/8""",CRGA-830,1,688,1,Hose Reels - Oxy-Acetylene/Propane,0
"Oxy/Acetylene hose 20m x 3/8"" with flash arrestors",TH3100OA,1,250,1,Hose Reels - Oxy-Acetylene/Propane,0
Dual hose stopper,T633,1,15,1,Twin Welding Hoses - Fitted Set,0
Variable Shade 9/13 Welding Helmet,3141,1,65.83,1,Welding Helmets,0
SGT601-02-03-01-01-012-00-A CHEM MASTER 5 PORT TWO STAGE CYLINDER REGULATOR FKM SEAL - INLET &lt;=60 bar BS 341 No.4 - OUTLET 0-3.5 bar 1/4 NPT FEMALE,3960051044,1,978.72,1,High Pressure Gas Regulators,0
CHEM MASTER STAINLESS STEEL SPIRAL HIGH PRESSURE FLEXIBLE TAILPIPE - ANTI WHIP - NOT SUITABLE FOR USE WITH OXYGEN &amp; MIXTURES ABOVE 21% OXYGEN - &lt;=300 bar - LENGTH 600mm,GCS06239,1,170,1,Gases other than Oxy/Oxy Mixture,0
Super 6 SG2 Steel MIG Wire - Pallet,1512MIXALT-WWVP-1,1,1017.6,1,Bulk MIG Wire,3
N3 Fan/Motor,70801034,1,1150,1,Bench Top Extractors,0
"N3 filter standard (HEPA Filter) - Standard filter 1,5 kg active carbon and 2,5 m2 filter area with 99,97 % efficiency",70311427,1,655.75,1,Bench Top Extractors,0
TECH MASTER 5 PORT SINGLE STAGE CYLINDER REGULATOR EPDM SEAL INLET 0-300 bar BS 341 No.4 - OUTLET 0-250 bar 1/4 NPT FEMALE - OPTIONS A,GPS422-04-13-01-01-011-00-A,1,491.98,1,"Inert Gas Regulators, Oxygen Regulators",0
GPT410-01-02-01-01-011-08-A - TECH MASTER 5 PORT TWO STAGE CYLINDER REGULATOR ACETYLENE INLET &lt;=25 bar BS 341 No.4(Base Entry) - OUTLET 0-1.5bar G3/8 BSP L/H BRASS MALE -OPTIONS A - GAS ARC BRAND,3960001001,1,214.52,1,"Inert Gas Regulators, Oxygen Regulators",0
GPM4021-04-03-01-01-000-00-RT - TECH MASTER TWO STAGE SINGLE CYLINDER DIAPHRAGM MANUAL GAS CONTROL PANEL FKM SEAL FKM PRV - INLET 0-300 bar 1/4 NPT FEMALE - OUTLET 0-3.5 bar 1/4 NPT FEMALE - OPTIONS RT,3960029937,1,827.8,1,CO2 Regulators,0
LGF560-04-02-01-00-010-04-A - LAB MASTER STAINLESS STEEL CONVOLUTED HIGH PRESSURE FLEXIBLE HOSE C/W NON-RETURN VALVE - NOT SUITABLE FOR USE WITH OXYGEN &amp; MIXTURES ABOVE 21% OXYGEN - INLET &lt;=300 bar BS 341 No.3 - LENGTH 900mm - OPTIONS A,3960007188,1,380.26,1,LGL500 Outlet Point Gas Regulators,0
Jasic EVO MIG 200C PFC Compact Inverter (EM-200C).,EM-200C.,1,100,1,"Welding Equipment, MIG Welders",0
NIPPLE - SWIVEL JOINT - 1/4 NPT,HFC07018,1,5.83,1,Cylinder Extensions Right or Left Hand,0
SWIVEL NUT 3/8 BSP - LH,HFA02024,1,12.54,1,Cylinder Extensions Right or Left Hand,0
Water Soluble Paper Kit,AWSF-1/20RG,1,143,1,,0
Tech Master 5 Port Two Stage Cylinder Regulator EPDM Seal Inlet 0-300 Bar 1/4 NPT Female - Outlet 0-10 Bar 1/4NPT Female - Options A (GPT402-04-05-01-01-000-00-A),3960056506,1,188.77,1,CO2 Regulators,0
Exact PipeCut 170 18V Battery Powered Pipe Saw,7048115,1,1572,1,Exact Pipe Saws,0
TECH MASTER SINGLE STAGE SINGLE CYLINDER PISTON MANUAL GAS CONTROL PANEL FKM SEAL - INLET 0-300 bar 1/4 NPT FEMALE - OUTLET 0-200 bar 1/4 NPT FEMALE - OPTIONS A (GPM4211-04-12-01-01-000-00-A ),3960024659,1,605.51,1,Auto Changeover Manifolds (2 x 1 / 0 - 10 Bar),0
TECH MASTER ELASTOMER POLYMER LINED HIGH PRESSURE FLEXIBLE HOSE C/W NON-RETURN VALVE - NOT SUITABLE FOR USE WITH OXYGEN &amp; MIXTURES ABOVE 21% OXYGEN - INLET &lt;=300 bar BS 341 No.30 - LENGTH 3600mm - OPTIONS A (GPF400-04-04-021-A),3960045180,1,513.53,1,Gases other than Oxy/Oxy Mixture,0
SWP Binzel Compatible Torch Contact Tip (ECU M8 x 30mm) M8 x 1.4mm (Pack of 25),M2509-14,1,11.5,1,Jasic Plasma Cutter Spares,0
Electrode Straight 18mm 4720B (pair),4720,1,28,1,Spot Welding Electrodes,0
"GUIDE BAND, 32"" OD, GB CUT MACHINES",33060/32,1,273,1,"Manual Pipe Cutting Machine Spares, Automatic Pipe Cutting Machine Spares, Magnetic Pipe Cutting Machine Spares",0
Accelerator Cable (TS300 RD 210 Engine),35.20971911,1,120.86,1,Spares &amp; Accessories,0
Evolution S355MCS Steel Mitre Cut Saw,S355MCS,1,666.66,1,Circular Saws &amp; Blades,0
Hydra Infinity Cut+Bevel - Hydraulic 360 - 1850mm Std. (No Upper Limit),7010408,1,6850,1,Exact Pipe Saws,0
Hycon HPP14 FLEX Hydraulic Powerpack - Petrol 20 - 30 lpm,7010500-HPP,1,3504,1,"Generators, Welder Generators",0
"SWP Fitted Acetylene Hose - 10 mm C/W 3/8"" Fitting - 3/8"" x 30 m",A1343,1,44.29,1,Welding Hoses - Fitted Single Lengths,0
PVC Welding Curtain 8' x 6' Green with Eyelets,GRC8X6,1,33.33,1,Welding Curtains &amp; Frames - Standard,0
Split Frame Cutting and Bevelling Tool 1st Compound Bevel 37.5 + 10 Degree (Max. 60 mm Thickness),TSFBT3710CB601,1,280,1,Pipe Prep Blades,0
Split Frame Cutting and Bevelling Tool 1st Compound Bevel 37.5 + 10 Degree (Max. 90 mm Thickness),TSFBT3710CB901,1,303,1,Pipe Prep Blades,0
Lightweight Welding &amp; Brazing Set 20m incl Case,CONTRACTOR SET CC/20,1,188.31,1,Cutting &amp; Welding Sets,0
Sifbronze Brazing Rods - No 101 Series - 2.0 mm x 5kg,RO102050,1,83,1,Oxy-Acetylene Welding Rods - Brazing,0
Evolution S28MAG 28mm Magnetic Drill,S28MAG,1,318.5,1,Magnetic Drills,2
"SWP Fitted Oxygen Hose 3/8"" Fitted 6mm x 15m",O1332,1,22.3,1,Welding Hoses - Fitted Single Lengths,0
CHEM MASTER 6 PORT TWO STAGE DIAPHRAGM CYLINDER REGULATOR FKM SEAL - INLET 0-300 bar BS341 No.4 - OUTLET 0-1.5 bar 1/4 NPT FEMALE - SGT601-04-02-01-01-012-00-A,3960004637,1,1073.27,1,High Pressure Gas Regulators,0
TECH MASTER 5 PORT SINGLE  STAGE CYLINDER REGULATOR -  INLET 0-300 bar BS 341 No.4  (BASE ENTRY) - OUTLET 0-6  bar G3/8 BSP L/H BRASS MALE -  OPTIONS A,3960042127,1,218.6,1,"Fuel Gas Regulators, High Pressure Gas Regulators",0
Panther Pro Gauntlet (Pair),P3824-10,1,0,1,Welding Gloves &amp; Gauntlets,0
Tech-Master Single Stage 2 Gauge Cylinder Regulator 0-10bar BS 341 No.3 (Side Entry) ¼ NPT Male Outlet (GPS400-04-05-01-01-010-04-A),3960008956,1,216.27,1,Fuel Gas Regulators,0
Cutting Machine Fitted Hose Set Only (Oxygen &amp; Acetylene),BCG30HOSE,1,14,1,"Straight Line Cutting Machines, Straight Line Cutting Machines",0
Panther Gauntlet (Pack of 10 Pairs),P3825-WWVP-1,1,57.6,1,Welding Gloves &amp; Gauntlets,3
Panther Apron c/w Buckle and Ties,P3725,1,0,1,Welding Aprons,0
"Panther Leather Sleeves 46cm (18"")",P3765,1,0,1,Welding Capes &amp; Sleeves,0
Chrome Leather Spat One Size,P3745,1,0,1,Welding Trousers &amp; Spats,0
F-TECH Cartridge Filter (Fume Tech Pocket),RICAER00000H13,1,193.14,1,F-Tech Fume Extraction,0
Tempilstik Temperature Indicator Pen 66°C/150.8°F,TSC066,1,13,1,Temperature Indicator Pens,0
500kg Pipe Rollers - 20 mm – 500 mm,GIOVE 500,1,1155.86,1,Pipe Rotators,0
SWP Flat French Chalk - 1 Box of 144 pieces,1361,1,9.9,1,Welding &amp; Marking Tools,0
PJ3 High Pipe Stand 98cm -180cm,PJ3/HPS,1,90,1,Tri-Stands &amp; Pipe Jacks,0
High Pressure Gas Hose – 1800mm HP – for CO2 Gas – with 1/4 NPT Female Inlet and 1/4 NPT Male Outlet - GPF400-04-03-01-00-000-04-A,3960042554,1,278,1,Gases other than Oxy/Oxy Mixture,0
SIFMIG SG2 1.0MM 0.7KG STEEL,WA181007,1,0,1,Mild Steel MIG Wire,0
SIFMIG SG2 1MM 5.0KG STEEL,WA181050,1,0,1,Mild Steel MIG Wire,0
0.6MM A18 MIG WIRE (0.7KG) REEL,VZ180607L,1,0,1,Mild Steel MIG Wire,0
0.6MM A18 MIG WIRE (5KG) REEL,VZ180650L,1,0,1,Mild Steel MIG Wire,0
SIFSTEEL A15 3.2MM 2.5KG STEEL,RA153225,1,0,1,TIG Filler Rods for Mild Steel,0
KEMPER Eco Exhaust Set 3 Phase 400V/50Hz 6m Flexible Exhaust Arm,792062011,1,2051,1,"Offers &amp; Deals, Kemper Exhaust Arms &amp; Hoods",0
KEMPER The Hood Pro and Transformer Box,79103048,1,396.92,1,"Offers &amp; Deals, Kemper Exhaust Arms &amp; Hoods",0
SWP Binzel Compatible Torch Contact Tip (ECU M8 x 30mm) 0.8mm Wire / 0.6mm Aluminium (Pack of 25),M2509-08,1,10.67,1,Binzle-Style MIG Consumables,0
SWP Binzel Compatible Torch Contact Tip (ECU M8 x 30mm) 1mm Wire / 0.8mm Aluminium (Pack of 25),M2509-10,1,10.67,1,Binzle-Style MIG Consumables,0
"M36, MSP360 Binzel Compatible White Diffuser (Pack of 5)",M3603,1,3.5,1,Binzle-Style MIG Consumables,0
Super Silicon No 9 FE - 6 mm x 5 Kg DISCONTINUED,RO096050,0,0,1,Welding Equipment,0
SIF Stainless Steel Welding Flux (FO200050) - 500g Tub,FO200050,0,0,1,Welding Fluxes,0
Oxygen High Flow Welding Hose with Flash Back Arrestor - 10 mm x 20 m,BW10002038BFBA,0,0,1,,0
3M Speedglas Auto-Darkening Welding Helmet - Blaze,HRO751220,0,0,1,Welding Helmets,0
"Wet &amp; Dry Palm Sander - 75mm x 85mm - 15,000 rpm",SP-929,0,0,1,Air Sanders / Air Polishers,0
Short Pilot Pin,S/PILOT,0,0,1,Broaching Cutters,0
Lightweight Welding Nozzle No.1,CCLW01,0,0,1,Lightweight Welding Nozzles,0
Stainless Steel Pincer Pipe Clamp - 10-70mm,PC70,0,0,1,Pincer Pipe Clamps,0
Crusader Air Fed Paint Spraying &amp; Finishing Helmet - Lite Series,P112-CL,0,0,1,Welding Equipment,0
"Straight Adaptor 3/8""-1/4"" Right Hand",DA6003814SRH,0,0,1,Straight Adaptors,0
Depressed Centre Cutting Disc - 125 x 2.5 x 22 mm - Pack of 25,904519,0,0,1,Cutting Discs,0
Rotabroach Metal Cutting Saw - Raptor Series - Multi Purpose Cement Blade - 355mm - Pack of 10,RAPB355MP-10,0,0,1,Circular Saw Blades,0
Rotabroach Metal Cutting Saw Blade - Raptor Series - Cutting CERMET Blade - 355mm - Pack of 10,RAPB355FS-10,0,0,1,Circular Saw Blades,0
Rotabroach Metal Cutting Saw - Raptor Series - Stainless Steel Cermet Blade - 355mm - Pack of 10,RAPB355SS-10,0,0,1,Circular Saw Blades,0
"3M™ Speedglas™ Welding Helmet Headband, Back Part, Ratchet, 9100",536200,0,0,1,Welding Helmet Spares,0
"Flat Ball Electrode  5/8""",FB625,0,0,1,Welding Equipment,0
"Kromer Cap Style A, Size 7 3/8 (59)",KC738/1964,0,0,1,Welding Caps &amp; Balaclavas,0
Tecna Balancer 15-20Kg 2000mm Stroke,9362,0,0,1,Tool Balancers,0
WRC500 Water Cooler 8.5L/min 3 Bar 230V,WRC-500,0,0,1,Spot Welding Electrodes,0
Mosa Wheels &amp; Handles Kit  for the Mosa TS300 KSX),CTM300,0,0,1,Spares &amp; Accessories,0
Mosa Wheels &amp; Handles Kit - Yellow DISCONTINUED,CTM-MW-RW,0,0,1,Spares &amp; Accessories,0
"Air Flux Chipper - 4,800 Blows (p/min)",SP-S136,0,0,1,"Air Tools, Air Compressor Hoses &amp; Accessories",0
Diesel Fuel Box (20 Litres),77.FB20,0,0,1,Generators,0
KEMPER Replacement Main Filter for Welding Smoke Filter (1090010),1090010,0,0,1,Kemper Filters,0
Sifsilcopper No 985 Copper TIG Rods,RO981201-WWVP,0,0,1,TIG Filler Rods for Copper/Copper-Nickel,5
Super 6 Flux Coated Bronze C2FC Gas Brazing 2.5kg,7473-WWVS,0,0,1,Oxy-Acetylene Welding Rods - Brazing,2
